campaign_id,sender,subject_len,body_len,mean_paragraph_len,day_of_week,is_weekend,times_of_day,category,Product,no_of_CTA,mean_CTA_len,is_image,is_personalised,is_quote,is_timer,is_emoticons,is_discount,is_price,is_urgency,target_audience,click_rate
1283,10,109,15806,29,3,0,Evening,15,13,3,33,1,0,1,0,1,0,0,1,12,0.0071165250841481
1284,3,81,9865,38,2,0,Evening,9,34,2,21,1,0,0,0,0,0,0,0,12,0.00974025974025974
1285,10,67,2668,79,3,0,Noon,15,13,0,36,1,0,0,0,0,0,0,0,12,0.264705882352941
1286,10,64,2719,83,2,0,Evening,15,13,0,34,1,0,0,0,0,0,0,0,12,0.323943661971831
1287,3,72,16776,28,2,0,Evening,15,9,2,27,1,0,1,0,0,0,0,0,15,0.00530196568295772
1288,10,167,21922,24,1,0,Evening,15,9,3,31,0,0,1,0,0,0,0,0,12,0.00742725901971371
1289,3,56,17797,23,0,0,Evening,2,11,2,30,0,0,0,0,0,0,0,0,12,0.0166112956810631
1290,3,65,16544,21,0,0,Evening,2,11,2,21,2,0,0,0,0,0,0,0,12,0.00441871095535578
1291,10,51,15807,17,6,1,Evening,15,9,2,24,1,0,0,0,0,0,0,0,12,0.00884654644436883
1292,10,78,23067,21,6,1,Noon,15,9,2,25,0,0,3,0,0,0,0,0,14,0.0125014078161955
1293,3,129,11356,58,5,1,Evening,2,11,2,25,1,0,0,0,0,0,0,0,15,0.00914688220538678
1294,10,51,9782,64,5,1,Noon,15,9,2,35,1,0,0,0,0,0,0,0,15,0.00354294227729428
1295,10,69,10922,24,4,0,Evening,15,9,1,24,2,0,0,0,0,0,0,1,12,0.00956779940613659
1296,10,51,8346,79,4,0,Evening,15,9,2,35,1,0,0,0,0,0,0,0,7,0.00651675383168627
1297,3,66,13555,29,4,0,Evening,2,11,2,30,2,0,1,0,0,0,0,0,12,0.0118146958234014
1298,10,57,9650,39,3,0,Evening,15,9,3,42,0,0,1,0,0,0,0,0,12,0.0142645424231197
1299,10,57,9917,48,3,0,Evening,15,9,3,44,1,0,1,0,0,0,0,0,12,0.0352065748556197
1300,3,84,9961,41,1,0,Evening,2,11,2,19,0,0,0,0,0,0,0,0,12,0.0193050193050193
1301,3,71,26531,17,1,0,Noon,15,13,13,39,0,0,2,0,0,0,0,1,12,0.0179569034317638
1302,3,71,26531,17,1,0,Noon,15,13,13,39,0,0,2,0,0,0,0,1,16,0.00471182848292166
1303,10,44,6443,34,1,0,Evening,2,11,2,31,0,0,0,0,0,0,0,0,6,0.0452616690240453
1304,10,72,6328,90,5,1,Evening,2,11,3,33,0,0,1,0,0,0,0,0,12,0.0293910417715148
1305,9,194,22597,54,2,0,Noon,9,34,27,82,0,0,1,0,0,0,0,0,12,0.006146477629923
1306,10,52,13461,34,3,0,Noon,15,13,3,21,1,0,1,0,0,0,0,0,15,0.00540033752109507
1307,10,50,13324,30,2,0,Evening,9,34,3,23,1,0,1,0,1,0,0,0,12,0.00839245894992905
1308,10,80,18184,16,1,0,Evening,15,1,3,41,0,0,2,0,0,1,0,0,12,0.0173010380622837
1309,10,72,6328,90,3,0,Morning,2,11,3,33,0,0,1,0,0,0,0,0,12,0.0179699494123273
1310,10,43,10619,38,0,0,Evening,9,34,1,25,0,0,3,0,0,0,0,0,12,0.00373250388802488
1311,10,64,2719,83,0,0,Evening,15,13,0,34,1,0,0,0,0,0,0,0,12,0.416666666666667
1312,3,222,16753,33,1,0,Noon,6,23,4,27,0,0,3,0,0,0,0,0,12,0.0333839150227618
1313,10,57,10328,32,6,1,Evening,13,21,2,28,0,0,2,0,0,0,0,0,12,0.00355123231621408
1314,10,45,11349,43,5,1,Evening,9,34,1,21,2,0,0,0,0,0,0,0,14,0.272727272727273
1315,10,36,10579,40,5,1,Noon,15,13,2,25,0,0,2,0,0,0,0,0,12,0.0014685810052005
1316,10,42,9794,37,5,1,Morning,9,34,1,21,0,0,0,0,0,0,0,0,12,0.386666666666667
1317,3,52,14045,19,4,0,Evening,5,17,3,74,0,0,1,0,0,0,0,1,12,0.0416530009839292
1318,10,70,10666,43,4,0,Evening,9,34,2,25,1,0,2,0,0,0,0,0,12,0.0011716736185968
1319,10,64,2719,83,4,0,Morning,15,13,0,34,1,0,0,0,0,0,0,0,12,0.5
1320,10,70,10666,43,3,0,Evening,9,34,2,25,1,0,2,0,0,0,0,0,12,0.00151366752737957
1321,10,74,1030,172,2,0,Evening,2,11,3,52,1,0,1,0,0,0,0,0,12,0.0229325920778318
1322,10,57,13984,32,4,0,Morning,2,11,1,43,2,0,0,0,0,0,0,0,12,0.00523769541401783
1323,10,68,17351,22,2,0,Evening,2,11,1,23,0,0,0,0,0,0,0,1,10,0.0261044176706827
1324,10,66,9802,69,1,0,Evening,15,13,2,31,0,0,2,0,0,0,0,0,15,0.00232993916880519
1325,10,81,9919,40,5,1,Evening,9,34,2,19,1,0,0,0,0,0,0,0,12,0.036036036036036
1326,3,77,9602,31,5,1,Evening,10,42,0,32,1,0,0,0,0,0,0,0,12,0.049155722326454
1327,3,43,6862,50,3,0,Evening,2,11,5,31,1,0,0,0,0,0,0,0,12,0.48
1328,3,69,10935,23,3,0,Evening,10,42,1,18,1,0,1,0,0,0,0,0,14,0.052801724137931
1329,3,75,20075,30,3,0,Noon,2,11,3,92,1,0,3,0,0,0,0,0,12,0.00875060768108897
1330,3,66,17919,18,2,0,Noon,10,42,5,20,0,0,1,0,0,0,0,0,12,0.0106019151846785
1331,3,72,4965,65,1,0,Noon,2,11,2,32,1,1,0,0,0,0,0,0,12,0.0645161290322581
1332,3,75,16274,34,0,0,Evening,2,11,3,38,0,0,3,0,0,0,0,0,12,0.0104566985432121
1333,3,64,7001,84,6,1,Evening,2,11,1,26,1,0,0,0,0,0,0,0,12,0.00491335118931479
1334,3,59,6369,52,5,1,Noon,10,42,0,45,0,0,0,0,0,0,0,0,6,0.342105263157895
1335,3,82,10856,20,5,1,Morning,10,42,1,18,0,0,0,0,0,0,0,0,14,0.105740181268882
1336,3,71,29535,10,4,0,Evening,5,17,4,31,0,0,0,0,0,0,0,0,15,0.00260456565037536
1337,3,55,13438,33,4,0,Evening,10,42,3,26,0,0,0,0,0,0,0,0,12,0.0523665659617321
1338,10,66,15585,28,3,0,Evening,15,1,2,44,0,0,0,0,0,0,0,1,14,0.00984979069194779
1339,3,66,8896,42,3,0,Evening,5,17,2,29,0,0,2,0,0,0,0,0,12,0.00419785555330771
1340,3,74,1030,172,3,0,Evening,2,11,3,52,1,0,1,0,0,0,0,0,12,0.0247995289631582
1341,3,67,14914,27,2,0,Evening,5,17,4,23,0,0,0,0,0,0,0,0,12,0.00929043896572459
1342,10,71,12587,34,2,0,Evening,15,9,3,22,1,0,1,0,0,0,0,1,12,0.0105344295991778
1343,3,66,8896,42,2,0,Evening,5,17,2,29,0,0,2,0,0,0,0,0,12,0.0489913544668588
1344,10,41,6473,77,1,0,Evening,15,9,3,35,0,0,0,0,0,0,0,0,12,0.0157682434910158
1345,3,67,14914,27,1,0,Evening,5,17,4,23,0,0,0,0,0,0,0,0,12,0.00578246902248738
1346,3,69,10229,49,0,0,Morning,15,9,3,32,0,0,0,0,0,0,0,0,12,0.0316967898570272
1347,3,54,9576,36,3,0,Noon,11,14,2,57,0,0,0,0,0,0,0,0,12,0.0849420849420849
1348,3,75,16274,34,1,0,Evening,2,11,3,38,0,0,3,0,0,0,0,0,12,0.0272983870967742
1349,3,63,19822,23,1,0,Noon,5,17,4,30,0,0,4,0,0,0,0,0,12,0.0274661396268093
1350,3,71,29535,10,3,0,Evening,5,17,4,31,0,0,0,0,0,0,0,0,12,0.0229549349489488
1351,3,198,18357,20,0,0,Evening,9,34,5,36,1,0,1,0,0,0,0,0,12,0.00596342433077127
1352,3,70,18783,23,0,0,Noon,11,14,2,15,0,0,1,0,0,0,0,0,6,0.14968814968815
1353,3,50,7986,39,1,0,Morning,11,14,2,35,2,0,0,0,0,0,0,0,12,0.053314121037464
1354,10,42,6673,41,3,0,Evening,9,34,1,22,2,0,1,0,0,0,0,0,12,0.00857617393930243
1355,3,181,29465,26,4,0,Noon,11,14,11,31,1,0,1,0,0,0,0,0,12,0.00485240598463405
1356,10,91,22778,15,2,0,Evening,15,1,4,30,0,0,1,0,0,0,0,0,7,0.0147560584409903
1357,3,168,28910,19,3,0,Evening,11,14,25,24,2,0,0,0,0,0,0,0,12,0.00869782086853509
1358,3,85,11270,51,3,0,Noon,11,14,1,27,0,0,0,0,0,0,0,0,12,0.0806201550387597
1359,3,82,9372,57,2,0,Noon,11,14,1,20,0,0,0,0,0,0,0,0,12,0.0164473684210526
1360,3,55,15812,17,0,0,Evening,15,9,2,24,1,0,0,0,0,0,0,0,12,0.0146174702345868
1361,3,89,28316,20,0,0,Evening,11,14,12,47,1,0,0,0,0,0,0,0,12,0.0147442163571196
1362,3,187,23880,17,5,1,Noon,11,14,8,34,0,0,1,0,0,0,0,0,12,0.00467993971603078
1363,3,70,8897,41,1,0,Noon,11,14,2,19,2,0,0,0,0,0,0,0,12,0.063758389261745
1364,3,90,15012,20,1,0,Evening,11,14,2,20,1,0,0,0,0,0,0,0,12,0.13953488372093
1365,3,86,18110,29,0,0,Noon,15,9,4,32,0,0,0,0,0,0,0,1,12,0.0136615239665528
1366,10,55,13247,51,6,1,Evening,15,9,4,29,0,0,1,0,0,0,0,0,12,0.0091797104860539
1367,10,54,12450,33,5,1,Morning,15,9,3,30,1,0,0,0,0,0,0,0,12,0.0187082936129647
1368,10,28,14927,40,4,0,Evening,9,34,3,34,0,0,1,0,0,0,0,0,12,0.014721469791544
1369,10,92,22768,15,3,0,Evening,15,1,4,24,0,0,1,0,0,0,0,0,12,0
1370,10,91,22778,15,3,0,Evening,15,1,4,30,0,0,1,0,0,0,0,0,12,0.0412044374009509
1371,10,101,19370,19,3,0,Evening,15,37,3,19,1,0,0,0,0,0,0,0,12,0.075
1372,10,70,25481,17,3,0,Evening,15,12,5,26,1,0,2,0,0,0,0,0,12,0.0495867768595041
1373,10,100,23951,13,3,0,Evening,15,31,4,19,0,0,1,0,0,0,0,0,12,0.0446428571428571
1374,10,76,20039,15,3,0,Evening,15,38,3,19,0,0,0,0,0,0,0,0,12,0.125
1375,10,98,25842,13,3,0,Evening,15,31,4,19,1,0,1,0,0,0,0,0,12,0
1376,3,84,18232,18,3,0,Noon,11,14,5,34,0,0,0,0,0,1,0,0,12,0.00604560920057363
1377,9,112,19271,65,4,0,Noon,11,14,33,84,0,0,3,0,0,0,0,0,12,0.00481948960186492
1378,3,166,37561,6,3,0,Morning,11,14,7,17,0,0,0,0,0,0,0,0,12,0.00475052783642627
1379,3,189,37744,7,2,0,Evening,9,34,7,17,1,0,0,0,0,1,0,1,12,0.00734314095309946
1380,10,54,9648,27,3,0,Evening,9,34,0,12,0,1,0,0,4,0,0,0,12,0.0189925681255161
1381,10,47,6765,44,4,0,Evening,9,34,1,23,0,1,1,0,0,0,0,0,12,0.00502032482250904
1382,10,82,22630,19,3,0,Evening,15,12,4,23,1,0,1,0,0,0,0,0,12,0.0833333333333333
1383,3,167,30428,15,1,0,Evening,11,14,24,53,0,0,0,0,0,0,0,0,12,0.00545010589933493
1384,3,163,28304,20,1,0,Morning,11,14,12,22,1,0,0,0,0,0,0,0,12,0.00456130936409981
1385,3,134,18244,19,3,0,Noon,11,14,5,37,0,0,0,0,0,1,0,0,12,0.00586793024601229
1386,3,161,34258,15,3,0,Noon,11,14,20,43,0,0,0,0,0,0,0,0,12,0.00791984160316794
1387,3,96,19749,22,1,0,Noon,11,15,5,32,1,0,1,0,0,0,1000,0,12,0.0542372881355932
1388,3,188,35892,9,2,0,Noon,11,14,12,25,1,0,0,0,0,0,0,0,12,0.00903439330918198
1389,10,37,8469,37,4,0,Evening,13,21,4,22,1,0,0,0,0,0,0,0,12,0.0293438839432905
1390,10,53,5276,57,4,0,Evening,9,34,1,22,2,1,1,0,0,0,0,0,12,0.00698144579223822
1391,3,68,10046,11,5,1,Morning,11,29,3,33,2,0,1,0,0,0,0,0,12,0.116465863453815
1392,3,66,10168,15,5,1,Morning,11,29,3,38,2,0,1,0,0,0,0,0,12,0.0595744680851064
1393,3,74,15071,14,4,0,Evening,11,29,4,16,0,0,1,0,0,0,0,0,12,0.182203389830508
1394,3,74,15056,15,4,0,Evening,11,29,4,16,0,0,1,0,0,0,0,0,12,0.142857142857143
1395,10,55,9637,26,3,0,Evening,9,34,0,12,0,1,0,0,4,0,0,0,12,0.037037037037037
1396,10,70,9639,26,3,0,Evening,9,34,0,12,0,1,0,0,0,0,0,0,12,0.027027027027027
1397,10,72,9639,26,3,0,Evening,9,34,0,12,0,1,0,0,0,0,0,0,12,0.0233100233100233
1398,3,81,10606,14,3,0,Noon,11,29,4,16,0,0,1,0,0,0,0,0,12,0.354545454545454
1399,3,83,10644,14,3,0,Noon,11,29,4,16,0,0,1,0,0,0,0,0,12,0.260623229461756
1400,3,208,28474,21,4,0,Evening,9,34,6,32,1,0,1,0,0,0,0,0,12,0.018909314263151
1401,10,59,11104,38,2,0,Noon,9,34,2,34,2,0,1,0,0,0,0,0,12,0.0437956204379562
1402,3,212,33825,10,3,0,Noon,9,34,19,43,2,0,1,0,0,0,0,0,12,0.0165996951641956
1403,3,83,10648,14,3,0,Noon,11,29,4,16,0,0,1,0,0,0,0,0,12,0.261261261261261
1404,3,123,19426,21,1,0,Noon,11,29,4,14,0,0,1,0,0,0,0,0,12,0.0102377234079473
1405,3,116,19591,22,0,0,Noon,11,29,3,13,0,0,1,0,0,0,0,0,12,0.0143198090692124
1406,10,91,24232,15,4,0,Evening,15,1,4,30,0,0,2,0,0,0,0,0,12,0.03
1407,10,37,5002,43,4,0,Evening,9,34,2,24,2,1,0,0,0,0,0,0,12,0.00366771278405868
1408,3,192,28636,19,4,0,Evening,11,14,18,46,0,0,1,0,0,0,0,0,12,0.00879347612497544
1409,10,53,3268,73,3,0,Evening,15,13,1,48,1,1,0,0,0,0,0,0,7,0.0118809682433933
1410,10,53,3262,73,3,0,Evening,15,13,1,40,1,1,0,0,0,0,0,0,7,0.0123456790123457
1411,10,53,3272,73,3,0,Evening,15,13,1,50,1,1,0,0,0,0,0,0,7,0.00840336134453782
1412,10,53,3285,74,3,0,Evening,15,13,1,62,1,1,0,0,0,0,0,0,7,0.0333333333333333
1413,10,53,3229,71,3,0,Evening,15,13,1,26,1,1,0,0,0,0,0,0,7,0.0444444444444445
1414,10,53,3285,74,3,0,Evening,15,13,1,62,1,1,0,0,0,0,0,0,12,0.222222222222222
1415,3,233,19576,22,0,0,Evening,11,14,3,13,0,0,1,0,0,0,0,0,12,0.00917865253595761
1416,10,66,27189,19,4,0,Evening,15,1,4,36,0,0,0,0,0,0,0,1,14,0.0116741900335772
1417,3,66,27189,19,4,0,Evening,15,1,4,36,0,0,0,0,0,0,0,1,14,0.00721910285679028
1418,3,61,27189,19,4,0,Evening,9,34,4,36,0,0,0,0,0,0,0,1,14,0.00840336134453782
1419,3,61,27189,19,4,0,Evening,9,34,4,36,0,0,0,0,0,0,0,1,7,0.00614911606456572
1420,3,188,25272,21,1,0,Morning,11,14,30,36,1,0,2,0,0,0,0,0,12,0.0123444939333436
1421,3,57,14157,20,4,0,Evening,6,23,3,17,3,0,0,0,1,0,0,0,12,0.0214530892448513
1422,10,58,23052,21,4,0,Noon,9,34,2,25,0,0,3,0,0,0,0,0,14,0.0179150278774258
1423,10,58,23058,21,4,0,Noon,9,34,2,29,0,0,3,0,0,0,0,0,14,0.0117262876651328
1424,10,58,17954,23,4,0,Noon,9,34,2,25,0,0,0,0,0,0,0,0,14,0.00874080484638685
1425,10,58,17956,23,4,0,Noon,9,34,2,25,0,0,0,0,0,0,0,0,14,0.00670545857578277
1426,10,58,23052,21,4,0,Noon,9,34,2,25,0,0,3,0,0,0,0,0,7,0.00767459708365311
1427,10,61,12122,45,3,0,Evening,15,9,2,24,2,0,3,0,0,0,0,0,12,0.00488788415714548
1428,10,61,13442,38,3,0,Evening,15,9,2,34,2,0,3,0,0,0,0,0,12,0.00513130093570782
1429,10,35,10891,32,2,0,Evening,9,34,2,46,0,0,0,0,0,0,0,0,12,0.00466327519379845
1430,10,79,10815,30,2,0,Evening,15,9,2,45,1,0,0,0,0,0,0,0,12,0.00904159132007233
1431,10,35,10867,32,2,0,Evening,9,34,2,46,1,0,0,0,0,0,0,0,12,0.00506829310196719
1432,10,47,10877,32,2,0,Evening,9,34,2,46,1,0,0,0,0,0,0,0,7,0.0036003600360036
1433,3,63,12763,24,2,0,Noon,6,23,4,26,2,0,1,0,0,0,0,0,12,0.0760233918128655
1434,3,86,13993,16,6,1,Evening,6,23,3,20,3,0,0,0,0,0,0,0,12,0.0310160427807487
1435,3,89,13868,14,2,0,Evening,6,23,4,28,2,0,1,0,0,0,0,0,12,0.0274390243902439
1436,10,79,21607,21,1,0,Noon,15,9,3,33,0,0,1,0,0,0,0,0,12,0.0085166784953868
1437,10,80,20073,26,1,0,Noon,15,9,2,35,0,0,1,0,0,0,0,0,12,0.00413223140495868
1438,10,85,21858,24,1,0,Morning,15,9,3,31,0,0,1,0,0,0,0,0,12,0.00520715843296488
1439,10,51,8413,81,0,0,Evening,15,9,2,38,1,0,0,0,0,0,0,0,12,0.00618921308576481
1440,10,51,8413,81,0,0,Evening,15,9,2,38,1,0,0,0,0,0,0,0,7,0.00456881781838949
1441,3,182,23475,13,0,0,Evening,11,14,6,31,1,0,1,0,0,1,0,0,12,0.00394357250615356
1442,6,120,39271,6,0,0,Noon,9,34,14,45,1,0,1,0,0,1,0,1,12,0.00165736217725052
1443,10,51,6424,75,6,1,Noon,15,9,2,39,0,0,0,0,0,0,0,0,12,0.00221589740527702
1444,3,83,5965,75,6,1,Noon,15,9,1,39,1,0,1,0,0,0,0,0,12,0.00370335350479072
1445,3,83,7457,60,6,1,Noon,15,9,1,29,1,0,2,0,0,0,0,0,7,0.00456187036685041
1446,10,65,15138,23,6,1,Noon,15,9,2,24,1,0,1,0,0,0,0,0,12,0.0454545454545455
1447,6,185,41892,6,6,1,Noon,9,34,16,36,1,0,1,0,0,1,0,0,12,0.00387216939515734
1448,10,76,6995,56,5,1,Evening,15,9,2,27,2,0,0,0,0,0,0,0,7,0.00208887200911508
1449,10,75,6807,47,5,1,Evening,15,9,2,32,2,0,0,0,0,0,0,0,12,0.00735953200924659
1450,3,83,7457,60,5,1,Evening,15,9,1,29,1,0,2,0,0,0,0,0,12,0.00826446280991736
1451,10,76,9093,55,4,0,Evening,15,9,1,39,0,0,1,0,0,0,0,0,12,0.00792602377807133
1452,10,65,15138,23,4,0,Evening,15,9,2,24,1,0,1,0,0,0,0,0,12,0.00454779298281716
1453,10,84,9183,39,4,0,Evening,15,9,2,27,2,0,0,0,0,0,0,0,7,0.00455148871610089
1454,10,84,9127,36,4,0,Evening,15,9,1,25,0,0,0,0,0,0,0,0,12,0.00944584382871537
1455,10,84,6995,56,4,0,Evening,15,9,2,27,2,0,0,0,0,0,0,0,12,0.00840336134453782
1456,10,84,6907,50,4,0,Evening,15,9,2,27,2,0,0,0,0,0,0,0,12,0
1457,3,80,19781,16,0,0,Evening,10,42,5,24,3,0,1,0,0,0,0,0,12,0.1036866359447
1458,10,79,6859,51,4,0,Evening,15,9,2,29,2,0,0,0,0,0,0,0,12,0.00330633358417226
1459,6,151,38960,14,4,0,Evening,9,34,17,37,1,0,1,0,0,0,0,0,12,0.00582313116076753
1460,10,55,7718,55,3,0,Evening,9,34,2,28,0,0,0,0,0,0,0,0,12,0
1461,10,55,7840,58,3,0,Evening,9,34,2,28,0,0,0,0,0,0,0,0,12,0.00805987334484744
1462,10,55,7679,54,3,0,Evening,9,34,2,29,0,0,0,0,0,0,0,0,12,0.00697674418604651
1463,10,55,7871,62,3,0,Evening,9,34,2,28,0,0,0,0,0,0,0,0,12,0.0303030303030303
1464,10,35,10663,35,3,0,Evening,15,31,2,28,2,1,0,0,0,0,0,0,12,0.0194805194805195
1465,10,43,10919,42,3,0,Evening,15,1,2,26,2,1,0,0,0,0,0,0,12,0.046875
1466,10,43,11030,44,3,0,Evening,15,1,2,24,2,1,0,0,0,0,0,0,12,0
1467,10,42,13002,43,3,0,Evening,15,12,1,24,0,1,6,0,0,0,0,0,12,0.0833333333333333
1468,6,138,28482,21,3,0,Evening,11,14,11,30,1,0,0,0,0,0,0,0,12,0.00930570356141696
1469,10,90,17081,23,2,0,Evening,6,23,4,30,2,0,0,0,0,0,0,0,12,0.0135763097949886
1470,10,100,23951,13,2,0,Noon,15,31,4,19,0,0,1,0,0,0,0,0,12,0.072463768115942
1471,3,77,17081,23,2,0,Evening,6,23,4,30,2,0,0,0,0,0,0,0,12,0.0276813749793423
1472,10,47,6777,44,2,0,Evening,9,34,1,34,0,1,1,0,0,0,0,0,12,0.00627812928054269
1473,10,76,20039,15,1,0,Evening,15,38,3,19,0,0,0,0,0,0,0,0,12,0
1474,10,91,24232,15,1,0,Evening,15,1,4,30,0,0,2,0,0,0,0,0,12,0.0594315245478036
1475,10,70,25482,17,1,0,Evening,15,12,5,26,1,0,2,0,0,0,0,0,12,0.1
1476,10,100,23951,13,1,0,Evening,15,31,4,19,0,0,1,0,0,0,0,0,12,0.0550161812297735
1477,10,43,11030,44,1,0,Evening,15,1,2,24,2,1,0,0,0,0,0,0,12,0.00931755225384034
1478,10,101,19370,19,1,0,Evening,15,37,3,19,1,0,0,0,0,0,0,0,12,0.119047619047619
1479,6,162,25602,20,2,0,Noon,9,34,15,43,1,0,3,0,0,0,0,0,12,0.00586761200415623
1480,10,100,25700,15,1,0,Evening,15,24,4,23,1,0,2,0,0,0,0,0,12,0.0324825986078886
1481,10,27,7980,23,1,0,Noon,15,1,1,14,1,1,0,0,0,0,0,0,12,0.0362237538066998
1482,10,67,5155,53,0,0,Evening,15,31,1,26,2,1,0,0,0,0,0,0,12,0.0416666666666667
1483,10,69,19662,45,5,1,Noon,15,9,2,33,1,0,0,0,0,0,0,0,12,0.00308420719203774
1484,10,26,8196,29,4,0,Evening,15,12,1,13,1,1,1,0,0,0,0,0,12,0.0180465275401984
1485,10,47,15748,33,2,0,Evening,15,1,2,30,0,1,1,0,0,0,0,0,12,0.0131909547738693
1486,10,52,12069,32,2,0,Evening,15,12,2,35,0,1,0,0,0,0,0,0,12,0.0333333333333333
1487,10,40,15959,34,2,0,Evening,15,31,2,39,2,1,1,0,0,0,0,0,12,0.0198019801980198
1488,10,57,9053,39,2,0,Evening,15,1,1,10,1,1,3,0,0,0,0,0,12,0.0139275766016713
1489,10,51,9143,44,2,0,Evening,15,13,1,10,1,1,3,0,0,0,0,0,12,0.0097323600973236
1490,10,51,9250,46,2,0,Evening,15,13,1,10,1,1,3,0,0,0,0,0,12,0
1491,10,51,9101,44,2,0,Evening,15,13,1,10,1,1,3,0,0,0,0,0,12,0
1492,10,53,9310,50,2,0,Evening,15,24,1,10,1,1,3,0,0,0,0,0,12,0.046875
1493,10,107,14985,37,1,0,Evening,9,34,2,33,0,0,1,0,0,0,0,0,12,0.00346349179918408
1494,10,42,6683,41,2,0,Evening,9,34,1,22,2,1,1,0,0,0,0,0,12,0.00932960554306206
1495,10,57,9053,39,0,0,Evening,15,1,1,10,1,1,3,0,0,0,0,0,12,0.00313597591570497
1496,10,51,9137,43,0,0,Evening,15,13,1,10,0,1,3,0,0,0,0,0,12,0
1497,10,51,9143,44,0,0,Evening,15,13,1,10,1,1,3,0,0,0,0,0,12,0
1498,10,36,3758,109,0,0,Evening,15,1,1,51,1,1,1,0,0,0,0,0,12,0.0125173852573018
1499,10,44,3964,132,0,0,Evening,15,12,2,27,1,1,1,0,0,0,0,0,12,0.0102040816326531
1500,10,39,3531,90,0,0,Evening,15,24,2,26,0,1,1,0,0,0,0,0,12,0.0115473441108545
1501,10,67,3670,98,0,0,Evening,15,31,2,35,0,1,0,0,0,0,0,0,12,0.0462287104622871
1502,10,66,3090,57,0,0,Evening,15,37,2,21,1,1,1,0,0,0,0,0,12,0.0238095238095238
1503,6,126,32932,17,2,0,Noon,11,14,11,83,1,0,1,0,0,0,0,0,12,0.00494513257664956
1504,10,45,3663,103,0,0,Noon,15,38,2,28,0,1,1,0,0,0,0,0,12,0
1505,10,39,3531,90,0,0,Noon,15,24,2,26,0,1,1,0,0,0,0,0,12,0.0311203319502075
1506,10,44,3964,132,0,0,Noon,15,12,2,27,1,1,1,0,0,0,0,0,12,0
1507,10,36,3758,109,0,0,Noon,15,1,1,51,1,1,1,0,0,0,0,0,12,0.0231958762886598
1508,3,66,3090,57,0,0,Noon,15,37,2,21,1,1,1,0,0,0,0,0,12,0.15
1509,10,67,3670,98,0,0,Noon,15,31,2,35,0,1,0,0,0,0,0,0,12,0.0769230769230769
1510,10,36,3757,108,0,0,Noon,15,1,1,51,1,1,1,0,0,0,0,0,12,0
1511,3,45,5002,43,5,1,Noon,5,17,2,24,2,1,0,0,0,0,0,0,12,0.0110612083877037
1512,3,45,5051,47,4,0,Evening,5,17,2,24,2,1,0,0,0,0,0,0,12,0.0128358719835701
1513,3,53,5340,60,4,0,Evening,5,17,1,22,2,1,0,0,0,0,0,0,12,0.0143848366897952
1514,3,29,6677,42,3,0,Evening,12,19,1,22,2,1,1,0,0,0,0,0,12,0.0156557253063077
1515,3,74,15781,32,3,0,Evening,15,38,2,50,0,1,1,0,0,0,0,0,12,0.111111111111111
1516,3,47,15748,33,3,0,Evening,15,1,2,30,0,1,1,0,0,0,0,0,12,0.0294117647058824
1517,3,27,8042,25,3,0,Evening,15,1,0,12,1,1,0,0,0,0,0,0,12,0.0498122653316646
1518,3,26,8141,29,3,0,Evening,15,12,0,12,1,1,0,0,0,0,0,0,12,0.116666666666667
1519,3,23,7964,23,3,0,Noon,15,24,0,12,1,1,0,0,0,0,0,0,12,0.101239669421488
1520,3,14,7905,21,3,0,Evening,15,31,0,12,1,1,0,0,0,0,0,0,12,0.106796116504854
1521,10,80,6777,44,2,0,Evening,9,34,1,34,0,1,1,0,0,0,0,0,12,0.00591824563013259
1522,3,43,11030,44,3,0,Evening,15,1,2,24,2,1,0,0,0,0,0,0,12,0.0333333333333333
1523,3,42,13002,43,3,0,Evening,15,12,1,24,0,1,6,0,0,0,0,0,12,0.0204081632653061
1524,3,40,10406,38,3,0,Evening,15,37,2,40,0,1,0,0,0,0,0,0,12,0
1525,3,40,15959,34,3,0,Evening,15,31,2,39,2,1,1,0,0,0,0,0,12,0
1526,3,26,8141,29,1,0,Evening,15,12,0,12,1,1,0,0,0,0,0,0,12,0.112244897959184
1527,3,14,7905,21,1,0,Evening,15,31,0,12,1,1,0,0,0,0,0,0,12,0.118932038834951
1528,3,63,15874,23,3,0,Evening,15,31,3,25,2,0,0,0,0,0,0,0,12,0.0180255402750491
1529,3,61,6474,32,1,0,Evening,15,37,2,24,2,1,0,0,0,0,0,0,12,0.166666666666667
1530,3,47,6539,36,1,0,Evening,15,31,2,24,2,1,0,0,0,0,0,0,12,0.0483870967741936
1531,3,44,6583,35,1,0,Evening,15,1,2,24,0,1,0,0,0,0,0,0,12,0.0670103092783505
1532,3,35,6558,36,1,0,Evening,15,12,2,24,2,1,0,0,0,0,0,0,12,0.0891089108910891
1533,3,55,5249,55,1,0,Evening,9,34,2,23,0,1,0,0,0,0,0,0,7,0.00699912510936133
1534,3,55,6427,29,1,0,Evening,15,38,2,24,2,1,0,0,0,0,0,0,12,0.333333333333333
1535,3,48,6782,44,1,0,Evening,15,24,2,24,2,1,0,0,0,0,0,0,12,0.0615384615384615
1536,6,207,31428,9,3,0,Noon,11,14,10,26,1,0,0,0,0,0,0,0,12,0.0045370967356783
1537,3,55,5084,49,1,0,Evening,9,34,2,23,0,1,0,0,0,0,0,0,7,0
